Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18
Gene1687	4	4	1	60	8	3	0	1	6	4	2	7	4	7	2	2	1	6
Gene1688	52	30	13	7	9	7	10	20	0	12	25	99	28	22	46	27	11	21
Gene1689	59	180	757	425	1079	230	535	733	316	148	20	156	281	219	471	230	235	579
Gene1690	58	21	3	6	29	12	7	11	16	18	56	25	8	4	22	61	43	27
Gene1691	15	20	3	8	2	44	20	34	18	17	37	37	32	18	2	17	11	9
Gene1692	45	51	59	52	79	16	1	31	50	49	60	60	22	40	37	37	3	18
Gene1693	1	1	5	13	4	9	2	4	2	3	5	10	8	28	20	0	18	1
Gene1694	5	25	72	153	164	132	46	55	144	35	3	49	137	81	35	53	33	157
Gene1695	1	0	0	0	4	9	3	2	19	5	20	8	0	0	6	10	7	25
Gene1696	30	63	57	27	5	31	31	100	27	13	14	23	28	21	6	15	39	38
Gene1697	51	9	21	51	43	21	2	24	36	14	28	72	21	22	26	46	1	18
Gene1698	4	9	24	3	7	4	5	2	0	0	4	2	2	7	3	2	0	8
Gene1699	7	53	82	56	172	35	76	51	97	15	2	11	30	27	30	21	12	40
Gene1700	70	71	2	71	68	158	59	109	104	104	44	59	7	59	61	192	82	104
Gene1701	16	9	8	11	1	10	17	28	3	44	16	9	25	28	1	14	4	4
Gene1702	26	19	11	14	24	6	8	13	33	10	15	14	14	8	12	4	2	11
Gene1703	8	26	54	10	6	8	15	6	1	1	7	20	9	29	2	10	12	4
Gene1704	73	563	709	1037	1061	701	989	910	896	380	39	235	552	678	521	226	571	1028
Gene1705	19	5	0	7	5	45	11	4	11	18	32	24	9	36	30	68	40	19
Gene1706	8	12	41	3	0	14	6	7	31	9	24	4	13	22	0	12	1	6
Gene1707	169	124	144	237	115	53	12	67	160	34	100	115	44	51	50	59	3	162
Gene1708	2	15	5	5	21	6	10	4	1	2	5	3	1	7	5	5	6	3
Gene1709	0	12	5	2	3	5	6	29	14	3	0	3	3	7	17	8	5	2
Gene1710	81	47	9	12	63	37	35	55	43	32	12	42	4	8	98	43	58	67
Gene1711	16	7	15	6	2	9	25	6	9	3	1	6	0	1	1	4	4	1
Gene1712	82	76	53	53	56	104	9	142	72	68	55	78	60	70	113	95	19	83
Gene1713	2	3	9	8	18	33	12	0	0	7	12	103	33	0	18	16	28	12
Gene1714	0	0	1	0	0	18	0	2	1	0	0	0	0	6	0	0	5	7
Gene1715	64	18	9	51	102	619	78	44	74	231	684	225	35	69	253	408	530	68
Gene1716	18	18	32	26	0	31	25	2	21	34	21	4	5	18	2	11	22	8
Gene1717	0	1	1	1	3	0	0	4	2	0	16	8	3	18	8	5	0	3
Gene1718	25	6	11	16	1	10	32	0	0	2	4	0	4	0	13	4	4	0
Gene1719	6	53	81	45	71	134	69	19	71	30	1	35	52	85	53	67	56	29
Gene1720	1	5	0	4	3	3	2	13	0	7	2	2	0	1	7	2	0	0
Gene1721	9	25	50	13	0	14	9	13	18	2	5	5	19	24	1	9	11	12
Gene1722	4	0	1	0	27	0	0	2	0	12	28	3	14	0	3	12	0	5
Gene1723	9	0	0	13	2	0	1	3	0	2	2	0	1	0	1	3	15	0
Gene1724	2	3	11	8	12	10	16	6	15	2	1	20	30	7	25	20	22	13
Gene1725	24	3	2	33	20	3	14	19	14	2	11	2	1	6	1	1	3	45
Gene1726	99	56	91	36	9	180	81	81	30	125	68	89	68	41	8	92	120	42
Gene1727	5	15	6	6	14	7	3	35	14	44	63	29	50	38	37	13	1	4
Gene1728	12	13	15	32	15	12	36	16	2	14	25	34	36	64	10	26	10	3
Gene1729	6	18	18	23	47	64	14	25	43	32	3	23	39	15	67	50	24	24
Gene1730	17	0	0	6	2	10	11	11	6	52	14	57	0	12	13	2	24	3
Gene1731	3	0	4	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gene1732	8	24	36	23	91	5	5	9	10	11	12	3	10	9	13	3	0	21
Gene1733	73	104	121	94	37	23	52	47	10	75	78	122	58	84	28	119	102	121
Gene1734	1	4	2	8	4	1	21	19	3	0	0	0	0	0	0	2	1	2
Gene1735	9	2	1	11	6	6	16	7	7	5	26	14	1	15	30	19	45	9
Gene1736	8	26	39	1	1	66	7	28	9	76	75	17	35	27	6	24	31	2
Gene1737	22	14	29	50	39	3	1	33	27	1	17	6	3	6	17	4	0	4
Gene1738	31	19	23	31	33	1	6	19	4	0	4	3	14	12	4	3	15	7
Gene1739	0	14	4	33	31	0	15	21	7	1	0	4	3	5	5	3	4	3
Gene1740	5	6	0	17	2	7	7	2	8	3	4	4	0	2	10	2	6	15
Gene1741	47	35	140	36	7	104	27	47	43	123	51	54	41	65	3	122	45	63
Gene1742	315	301	92	254	286	134	9	59	140	202	345	118	253	213	293	200	24	116
Gene1743	238	334	281	233	144	23	418	227	17	19	82	61	82	54	66	65	73	377
Gene1744	1	22	26	18	36	39	22	27	19	50	1	28	29	22	39	107	72	4
Gene1745	16	9	1	16	4	17	4	12	8	1	12	3	0	5	1	2	9	12
Gene1746	12	10	6	5	0	79	4	4	28	70	9	30	81	30	4	33	45	12
Gene1747	98	179	166	129	288	114	15	152	81	220	202	199	99	166	220	163	14	116
Gene1748	130	61	116	54	104	97	64	52	7	42	203	82	56	92	76	120	118	75
Gene1749	0	2	9	0	0	10	0	7	5	1	1	5	0	65	38	5	8	8
Gene1750	178	175	20	192	215	541	281	252	157	904	1163	691	80	191	1034	448	614	253
Gene1751	3	1	9	4	3	7	20	25	3	1	7	0	12	2	0	0	4	10
Gene1752	0	1	1	0	0	0	0	5	1	4	0	1	0	6	4	3	0	5
Gene1753	45	29	16	20	43	15	43	34	6	1	7	9	18	13	19	18	6	31
Gene1754	1	8	15	26	21	2	6	8	10	4	4	1	16	5	10	13	27	16
Gene1755	21	11	0	9	10	30	17	4	12	56	134	103	3	57	77	59	7	6
Gene1756	6	9	0	8	0	29	11	4	16	39	25	37	30	12	0	13	7	0
Gene1757	204	79	84	109	66	56	14	110	63	71	149	95	80	68	66	94	14	76
Gene1758	327	170	309	78	170	366	430	96	16	292	253	304	187	324	111	268	287	129
Gene1759	6	18	45	19	31	28	10	56	12	21	4	29	57	18	72	70	78	29
Gene1760	150	70	17	35	154	47	129	182	61	30	43	24	1	67	22	87	35	129
Gene1761	218	652	629	318	39	266	856	407	514	204	209	232	186	159	7	129	263	304
Gene1762	60	56	66	31	48	14	4	12	84	16	22	34	49	7	15	15	1	25
Gene1763	16	22	9	9	14	17	5	7	1	42	34	8	20	25	9	24	50	8
Gene1764	3	12	28	14	3	61	1	52	22	18	7	32	37	40	80	33	47	19
Gene1765	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0
Gene1766	20	22	9	6	4	2	6	46	9	22	13	20	11	4	2	6	3	12
Gene1767	14	30	36	35	10	9	0	9	19	9	12	29	46	25	20	7	0	1
Gene1768	25	12	15	21	19	34	23	14	2	45	60	70	58	36	84	65	105	17
Gene1769	13	50	119	152	112	63	104	86	93	21	4	41	57	41	103	38	55	100
Gene1770	9	16	0	4	10	2	0	3	12	8	2	9	5	7	28	3	30	10
Gene1771	2	0	8	2	0	7	7	6	6	0	39	1	12	36	1	7	0	2
Gene1772	43	38	32	35	21	1	2	22	38	2	1	3	1	1	6	0	1	15
Gene1773	5	2	12	18	7	7	5	4	1	4	9	13	10	2	6	5	10	1
Gene1774	1	2	20	10	1	10	13	11	17	6	1	6	6	4	19	11	5	7
Gene1775	28	7	1	10	5	13	27	17	25	7	13	13	5	13	2	24	9	15
Gene1776	83	144	339	222	29	84	161	349	82	175	119	189	135	80	16	109	175	251
Gene1777	11	11	19	26	24	1	0	31	30	11	6	6	10	11	6	8	0	15
Gene1778	31	46	29	29	15	11	18	17	4	5	21	11	19	11	6	8	17	34
Gene1779	9	6	44	14	38	91	22	39	18	89	14	99	96	96	203	115	95	15
Gene1780	1	11	0	22	2	8	2	14	3	3	1	1	0	0	0	8	3	10
Gene1781	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	1
Gene1782	0	5	2	4	3	0	0	1	1	8	2	10	0	11	9	1	1	0
Gene1783	18	30	60	134	30	46	39	26	0	45	56	48	39	47	44	39	44	19
Gene1784	0	5	0	4	2	0	1	1	0	22	3	2	38	4	2	10	24	8
Gene1785	23	6	5	10	101	8	21	29	12	28	6	18	5	30	13	32	34	8
Gene1786	5	20	12	0	0	5	13	6	11	6	13	20	11	4	0	6	19	5
Gene1787	8	4	6	13	5	11	1	9	7	45	6	14	8	8	13	5	0	5
Gene1788	30	88	28	87	21	3	20	34	3	1	2	7	3	4	5	5	6	18
Gene1789	2	16	36	14	41	32	62	48	19	19	5	7	25	25	80	57	17	69
Gene1790	79	44	10	31	77	17	27	64	53	37	27	35	8	19	37	43	23	53
Gene1791	37	51	5	1	2	44	14	31	31	112	46	69	51	40	9	33	192	8
Gene1792	42	54	45	44	30	75	2	16	41	72	34	72	71	54	102	34	4	18
Gene1793	34	17	56	51	40	37	12	17	4	74	60	97	32	33	14	79	37	17
Gene1794	0	15	0	2	6	24	10	16	7	7	1	2	11	48	16	15	21	12
Gene1795	32	20	2	11	24	56	5	7	5	95	91	61	4	54	38	76	81	19
Gene1796	11	4	35	11	3	29	17	22	37	12	14	46	38	38	0	32	19	22
Gene1797	660	432	882	439	537	85	35	319	547	163	247	109	127	176	241	90	12	185
Gene1798	1	7	2	5	0	2	9	8	1	21	0	1	8	1	8	3	0	2
Gene1799	5	18	36	66	69	36	28	45	39	24	1	9	21	23	9	18	7	53
Gene1800	1	8	1	2	21	1	7	1	2	0	9	4	1	10	15	5	3	4
Gene1801	42	28	102	44	4	208	54	53	59	154	344	191	310	332	19	221	127	44
Gene1802	28	34	16	25	26	3	5	13	46	4	11	3	7	7	5	5	0	11
Gene1803	4	5	13	1	5	20	3	1	0	3	13	3	0	49	1	3	17	0
Gene1804	7	29	106	78	77	3	15	38	79	7	1	12	16	17	5	12	11	40
Gene1805	133	63	17	70	59	462	148	82	127	372	165	548	152	820	493	365	620	135
Gene1806	7	10	6	10	2	9	6	6	13	2	0	5	0	2	0	2	0	5
Gene1807	10	6	0	5	4	0	0	9	11	0	1	2	0	11	2	8	0	1
Gene1808	8	2	12	13	16	0	11	12	2	2	0	2	0	1	1	3	3	20
Gene1809	0	4	19	10	1	13	0	0	3	4	0	0	2	8	5	3	17	1
Gene1810	319	326	4	188	165	721	180	105	94	800	847	676	128	946	785	1199	1135	185
Gene1811	1	0	12	5	0	1	3	3	1	0	11	0	1	4	0	5	10	0
Gene1812	15	27	20	25	70	5	2	20	21	1	1	9	3	1	7	4	1	31
Gene1813	21	68	39	20	18	162	27	10	0	196	69	157	41	203	76	170	76	24
Gene1814	0	5	6	6	1	18	6	8	10	10	0	25	15	6	10	16	8	4
Gene1815	19	8	3	17	42	38	23	17	13	22	33	24	0	8	10	23	8	24
Gene1816	5	58	9	10	1	23	12	15	1	23	8	22	10	4	2	12	18	16
Gene1817	30	46	40	61	109	31	9	32	64	52	52	32	36	32	38	43	6	41
Gene1818	34	18	26	53	20	10	114	33	2	7	6	32	31	25	15	15	12	63
Gene1819	1	14	16	1	6	32	5	1	10	73	1	27	143	16	61	13	19	6
Gene1820	21	10	1	21	19	9	17	26	13	8	2	5	0	1	6	3	3	50
Gene1821	36	50	35	35	2	29	46	50	57	17	8	23	4	14	2	15	24	66
Gene1822	155	228	147	313	203	35	13	99	175	55	59	42	75	24	39	38	6	96
Gene1823	16	31	20	7	4	12	46	15	2	16	9	20	22	21	2	8	6	8
Gene1824	0	26	10	6	38	11	10	36	22	5	1	5	11	16	12	10	6	32
Gene1825	18	11	0	14	12	36	27	40	3	40	25	32	1	39	116	40	51	40
Gene1826	5	0	13	5	0	9	2	4	4	6	0	5	1	0	0	3	1	15
Gene1827	173	388	355	116	505	78	26	175	328	109	104	143	111	155	250	194	12	225
Gene1828	135	112	139	94	157	102	149	139	6	74	174	78	66	109	60	110	65	110
Gene1829	0	6	16	5	1	3	0	17	9	2	0	0	5	2	3	1	2	11
Gene1830	15	4	1	1	12	0	1	9	23	3	0	7	0	0	6	1	7	0
Gene1831	53	35	33	43	5	135	59	45	52	121	72	173	38	105	5	83	37	15
Gene1832	8	6	22	4	22	49	3	7	27	62	88	30	56	48	55	57	6	11
Gene1833	81	56	54	72	73	92	42	28	6	4	37	62	39	74	28	50	56	25
Gene1834	0	4	0	23	0	5	2	2	2	38	0	38	3	15	4	4	54	5
Gene1835	8	18	1	0	7	9	5	8	9	6	23	0	1	9	1	5	5	1
Gene1836	2	0	5	0	0	0	0	1	1	1	0	0	22	0	4	3	4	5
Gene1837	5	4	4	0	9	0	1	3	10	1	3	1	2	0	3	2	0	0
Gene1838	43	133	49	84	57	38	96	89	7	33	36	26	44	41	21	31	38	115
Gene1839	16	150	118	76	178	10	43	225	162	8	0	11	24	19	7	25	17	112
Gene1840	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0
Gene1841	0	6	8	0	0	0	3	0	0	1	1	1	4	0	0	0	0	0
Gene1842	25	33	11	46	38	201	2	20	53	140	31	128	49	117	98	53	7	41
Gene1843	21	21	13	5	12	30	2	8	0	0	12	3	11	3	26	4	10	34
Gene1844	4	92	193	75	62	10	61	122	103	14	3	15	16	20	30	13	21	108
Gene1845	3	8	0	3	3	4	18	1	2	6	1	0	0	1	1	1	3	4
Gene1846	6	9	2	1	1	10	19	7	0	4	26	37	9	6	3	19	20	11
Gene1847	0	0	0	0	5	1	1	0	13	0	5	2	3	4	10	0	0	1
Gene1848	31	49	57	38	48	84	37	6	2	109	135	182	260	111	131	120	114	76
Gene1849	0	3	82	13	0	3	14	19	10	3	2	6	7	13	6	11	9	5
Gene1850	12	7	0	2	7	3	3	0	4	0	1	0	0	3	1	0	0	27
Gene1851	10	20	9	11	0	41	27	18	31	71	43	74	25	68	6	25	135	13
Gene1852	1	9	2	1	10	0	0	2	0	6	2	0	0	1	5	0	0	0
Gene1853	1	20	18	12	10	7	5	8	0	28	28	10	16	0	14	20	39	13
Gene1854	22	207	134	340	260	132	190	397	105	141	11	130	74	134	244	125	171	338
Gene1855	5	3	1	3	3	24	1	1	0	6	7	5	2	10	2	5	5	5
Gene1856	117	87	213	165	9	12	230	86	104	28	24	42	41	25	5	22	24	105
Gene1857	10	3	19	19	11	2	1	38	9	9	7	13	7	4	2	3	2	4
Gene1858	9	9	8	0	2	0	4	0	0	0	0	0	0	0	1	2	5	2
Gene1859	0	1	13	6	2	38	6	2	33	5	7	11	18	19	59	55	13	8
Gene1860	207	106	13	76	188	149	153	88	153	103	145	32	8	50	68	47	176	189
Gene1861	9	11	16	5	2	11	10	15	25	30	13	6	14	18	0	8	26	2
Gene1862	1	10	0	0	3	2	0	2	0	2	29	5	5	9	0	42	1	0
Gene1863	23	52	2	13	25	5	15	23	7	16	3	19	12	6	6	20	17	61
Gene1864	4	9	9	24	10	7	10	32	38	17	1	5	13	15	25	11	8	22
Gene1865	12	6	0	4	0	6	7	5	2	1	4	4	0	8	15	1	14	8
Gene1866	12	15	8	12	2	8	28	9	26	9	11	16	1	0	0	4	3	9
Gene1867	0	0	1	0	0	0	0	0	3	1	1	12	0	25	0	0	0	0
Gene1868	106	171	83	274	53	34	235	50	31	34	40	37	82	29	61	93	54	184
Gene1869	3	9	9	7	16	8	18	3	29	0	0	5	7	6	2	4	3	12
Gene1870	14	5	0	13	17	4	30	5	13	19	8	6	1	15	1	9	14	1
Gene1871	48	35	75	34	3	37	58	84	58	21	21	5	3	17	0	7	46	60
Gene1872	160	394	280	399	393	3829	9	214	286	2843	7993	8707	6153	2820	5484	2418	542	248
Gene1873	57	27	23	44	31	23	40	29	7	26	42	18	24	18	19	14	25	70
Gene1874	0	4	3	3	7	6	9	10	7	1	2	10	3	2	5	14	13	16
Gene1875	400	237	28	196	135	569	364	213	162	938	684	553	39	694	1296	470	763	171
Gene1876	9	1	7	5	0	2	19	5	2	16	9	0	1	5	2	11	3	1
Gene1877	89	44	106	46	67	42	1	67	118	128	95	49	13	132	87	22	5	62
Gene1878	1	4	5	18	1	15	1	4	1	2	5	6	65	36	1	6	44	8
Gene1879	0	0	8	0	10	0	1	6	0	0	0	0	0	1	0	1	0	1
Gene1880	3	4	1	2	1	0	5	2	5	1	1	1	0	1	10	5	1	7
Gene1881	5	8	6	5	1	1	1	1	4	4	2	3	0	3	1	13	2	0
Gene1882	41	57	19	9	44	85	3	45	34	102	74	125	90	131	90	119	9	44
Gene1883	16	19	42	25	57	16	26	57	2	16	16	22	19	5	8	26	8	30
Gene1884	15	87	32	135	82	19	32	55	72	14	2	3	24	10	15	23	12	57
Gene1885	8	2	0	3	12	17	38	12	24	17	8	17	1	36	85	6	25	25
Gene1886	48	38	19	22	1	163	15	33	11	170	154	177	178	57	17	141	214	12
Gene1887	43	61	63	45	92	407	7	44	48	281	57	259	154	482	219	155	23	39
Gene1888	0	6	1	7	11	11	5	4	1	12	79	19	1	31	37	31	22	10
Gene1889	11	38	109	145	59	53	103	44	87	14	0	8	13	64	58	21	24	61
Gene1890	10	1	3	4	11	47	17	12	1	75	137	24	5	83	349	84	81	5
Gene1891	5	7	11	23	1	10	6	4	21	8	3	7	2	6	0	0	3	22
Gene1892	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gene1893	11	1	19	8	23	3	12	22	1	2	0	3	0	3	0	0	2	31
Gene1894	6	48	62	56	52	186	50	40	89	53	5	29	109	130	140	78	42	64
Gene1895	4	0	1	10	17	6	10	2	9	11	14	3	1	16	10	2	2	5
Gene1896	45	85	97	31	9	53	101	70	158	129	92	100	153	110	9	63	46	50
Gene1897	1	0	1	5	0	2	0	0	2	2	1	3	0	8	2	11	0	1
Gene1898	21	22	10	38	16	9	6	13	2	23	16	26	31	13	26	93	11	30
Gene1899	0	1	6	0	0	0	0	10	8	0	0	0	0	1	0	0	0	0
Gene1900	52	12	0	12	58	21	11	27	51	47	56	42	4	2	28	54	25	23
Gene1901	1407	1958	2178	660	303	1741	3323	3976	3200	1652	917	1251	2242	1468	176	1799	800	1313
Gene1902	7	7	10	6	13	6	0	20	11	15	4	20	0	16	2	0	2	6
Gene1903	174	92	169	87	97	275	181	64	11	111	345	883	386	226	389	84	623	41
Gene1904	9	25	101	131	104	23	139	104	117	23	4	17	40	46	27	71	38	126
Gene1905	70	61	5	49	85	48	83	64	78	13	28	27	0	9	15	13	44	118
Gene1906	48	22	24	16	0	51	32	36	30	122	86	19	142	35	2	82	88	24
Gene1907	34	47	13	41	27	26	3	18	12	42	43	47	12	32	42	24	1	35
Gene1908	2	5	1	8	9	1	15	6	3	3	6	0	0	0	4	7	3	8
Gene1909	1	30	34	37	14	9	41	37	8	10	1	10	8	14	12	7	12	48
Gene1910	58	139	3	69	97	3525	115	70	62	2120	1472	3493	121	799	1608	2208	3684	78
Gene1911	3	2	3	5	0	2	15	11	3	2	0	2	5	5	0	3	7	2
Gene1912	22	21	2	15	5	5	1	4	9	12	12	20	29	0	25	3	0	6
Gene1913	27	3	38	36	11	12	48	7	1	33	79	11	35	52	20	24	43	4
Gene1914	4	8	41	20	33	129	28	11	15	43	5	58	96	107	102	198	111	3
Gene1915	1	1	0	6	3	5	1	1	8	1	0	2	0	1	3	0	12	1
Gene1916	0	6	1	14	2	5	5	0	11	1	0	0	1	0	0	0	5	2
Gene1917	4	11	10	7	6	6	0	17	16	7	56	12	4	16	40	5	3	14
Gene1918	3	5	0	1	0	0	0	1	0	3	3	1	0	0	3	1	0	1
Gene1919	1	6	6	12	21	15	3	9	13	24	1	3	24	12	0	21	0	6
Gene1920	0	3	0	13	1	22	1	21	7	7	1	7	1	6	23	21	23	4
Gene1921	29	1	6	14	0	14	1	9	5	10	4	12	13	8	0	1	57	8
Gene1922	0	0	0	0	0	0	0	1	0	0	0	1	2	3	0	3	0	0
Gene1923	4	5	2	2	1	5	0	3	0	12	7	28	2	0	44	0	11	7
Gene1924	1	17	23	23	14	20	4	18	50	5	2	10	25	16	25	23	4	23
Gene1925	8	4	1	4	0	18	2	3	22	31	8	2	1	4	3	20	24	0
Gene1926	44	87	87	113	11	376	95	71	69	235	568	362	545	245	7	140	516	62
Gene1927	6	6	8	7	7	12	0	7	10	0	1	6	5	3	7	5	2	10
Gene1928	44	21	28	43	8	0	31	19	2	4	3	0	7	1	8	0	8	31
Gene1929	1	21	24	21	21	46	14	23	56	15	1	17	24	25	32	40	8	26
Gene1930	9	18	3	20	5	12	39	36	17	68	16	22	0	12	39	93	19	22
Gene1931	14	29	49	16	1	37	46	41	57	27	20	51	29	17	2	35	43	23
Gene1932	256	205	228	276	116	113	26	98	309	176	115	149	202	215	240	115	27	181
Gene1933	231	202	191	117	86	66	126	56	12	89	182	179	137	166	70	153	221	121
Gene1934	0	0	1	4	0	2	5	2	2	0	0	0	0	0	7	0	0	2
Gene1935	51	1	0	10	5	139	3	3	19	33	154	97	28	339	749	88	690	7
Gene1936	69	131	75	94	4	43	71	108	124	76	63	41	47	31	3	25	44	68
Gene1937	5	0	1	4	11	2	0	3	5	4	5	7	1	1	5	2	1	0
Gene1938	34	17	19	7	11	25	2	6	1	20	40	25	14	38	24	12	28	10
Gene1939	21	132	253	118	161	518	136	164	181	182	33	144	306	289	275	388	187	123
Gene1940	5	15	2	13	21	239	48	38	33	161	159	196	4	143	159	305	104	32
Gene1941	25	55	39	16	0	21	40	23	18	38	33	70	32	21	3	33	13	13
Gene1942	0	2	0	0	4	0	0	0	0	0	1	0	0	10	0	0	0	0
Gene1943	82	69	52	61	42	6	55	31	11	10	10	5	13	15	11	12	7	83
Gene1944	3	7	22	7	8	69	22	31	20	10	1	26	8	14	80	56	21	10
Gene1945	12	20	7	21	67	18	26	40	33	40	55	28	5	27	21	66	23	43
Gene1946	32	18	68	13	2	24	36	88	68	40	27	44	22	39	2	23	63	18
Gene1947	64	38	63	58	90	78	7	60	125	88	158	112	188	108	223	116	21	43
Gene1948	32	42	23	49	13	52	51	31	8	36	126	109	84	143	106	55	218	54
Gene1949	2	21	16	3	6	52	15	14	19	48	6	31	48	89	169	57	84	9
Gene1950	0	0	0	0	0	2	0	1	0	1	1	4	0	4	12	12	32	0
Gene1951	6	5	8	19	0	2	16	2	2	7	6	5	7	4	1	4	8	2
Gene1952	3	17	10	32	14	32	1	9	19	46	22	16	2	94	15	15	1	14
Gene1953	4	12	0	2	2	1	11	0	0	2	3	6	5	2	1	9	7	0
Gene1954	0	19	63	30	44	10	24	9	12	8	0	6	8	17	32	14	8	37
Gene1955	55	18	4	8	30	3	21	12	23	5	16	7	0	9	4	11	6	30
Gene1956	7	27	91	42	1	87	60	53	50	126	77	84	118	66	0	64	48	49
Gene1957	3	6	0	1	2	2	4	9	5	4	0	3	0	2	1	0	0	0
Gene1958	27	54	13	12	29	179	45	5	3	61	130	345	50	143	93	203	111	37
Gene1959	20	85	177	97	55	139	66	82	54	32	5	63	132	147	76	126	96	86
Gene1960	35	16	2	2	32	174	43	47	37	194	249	52	3	122	194	145	74	20
Gene1961	31	6	11	12	5	27	26	16	32	12	20	32	9	5	0	24	17	13
Gene1962	175	140	109	206	73	61	7	82	113	58	44	88	104	73	54	97	4	175
Gene1963	1	4	6	7	24	3	7	8	0	2	7	6	3	2	9	12	0	6
Gene1964	1	11	2	9	5	43	19	15	33	26	0	40	8	23	1	10	34	28
Gene1965	62	107	24	71	150	751	71	156	76	617	323	443	27	103	413	238	423	128
Gene1966	10	6	0	5	1	83	5	5	17	57	161	54	52	43	19	20	181	37
Gene1967	0	8	13	4	11	43	1	8	9	32	6	16	3	19	11	5	2	23
Gene1968	129	168	147	80	153	14	98	92	22	11	28	19	25	21	16	12	32	204
Gene1969	2	7	45	14	6	155	27	18	19	40	5	79	76	80	85	54	37	6
Gene1970	13	0	0	2	1	1	0	5	4	1	9	0	0	7	0	3	1	4
Gene1971	5	20	23	25	1	34	19	18	68	17	4	7	14	22	5	10	12	35
Gene1972	13	20	9	10	17	16	0	2	10	41	27	15	19	19	12	36	0	12
Gene1973	12	27	26	66	31	109	75	29	0	53	99	187	67	128	85	106	105	56
Gene1974	5	34	13	16	24	9	36	69	40	9	0	9	1	7	7	14	18	12
Gene1975	16	0	2	5	0	1	1	0	1	6	10	10	0	1	4	0	1	6
Gene1976	20	78	52	52	5	189	23	68	31	81	342	263	217	89	9	369	308	35
Gene1977	222	240	184	235	422	172	32	173	315	476	233	170	127	232	220	101	29	175
Gene1978	86	83	56	68	75	63	126	62	16	53	80	109	64	97	66	89	91	122
Gene1979	1	13	35	31	55	4	43	31	32	5	0	19	4	8	1	9	9	21
Gene1980	34	4	7	15	31	4	10	21	13	8	19	16	0	13	5	16	16	34
Gene1981	8	7	10	2	3	9	1	4	1	11	6	17	2	9	2	1	6	0
Gene1982	332	325	269	288	884	172	43	261	659	295	274	268	103	231	310	132	12	329
Gene1983	45	40	70	32	56	58	44	22	9	43	35	93	88	44	69	43	166	90
Gene1984	27	157	176	218	161	600	140	180	353	478	57	276	933	397	699	526	515	221
Gene1985	2	23	0	1	4	0	3	8	1	1	1	4	1	0	0	3	3	3
Gene1986	1	1	6	2	0	3	5	0	1	7	0	1	4	3	0	0	5	2
Gene1987	89	113	62	126	152	61	8	21	90	43	63	125	25	43	70	41	4	49
Gene1988	27	42	8	46	11	17	57	25	3	12	18	31	13	19	18	21	19	40
Gene1989	4	47	112	82	113	41	51	67	89	31	3	44	19	24	56	26	39	77
Gene1990	19	36	3	65	14	15	47	49	51	30	16	11	3	9	9	32	17	32
Gene1991	0	6	0	0	0	16	3	1	0	7	13	18	2	0	3	1	7	0
Gene1992	1013	981	710	1326	1023	902	40	1047	988	1670	2081	1787	1084	2085	3023	995	205	485
Gene1993	19	9	15	8	1	0	3	3	0	3	4	4	0	0	1	1	1	5
Gene1994	1	11	6	17	2	11	8	10	45	0	0	13	12	5	6	10	9	23
Gene1995	4	8	2	1	0	19	0	2	3	32	8	5	0	10	4	3	6	9
Gene1996	72	70	129	44	8	137	112	164	62	73	85	84	258	54	11	119	151	48
Gene1997	15	18	12	28	26	9	1	20	63	6	5	11	22	16	10	15	1	29
Gene1998	4	12	21	24	9	17	24	38	4	28	60	24	48	15	14	38	6	9
Gene1999	0	3	2	10	1	1	3	0	11	0	0	6	2	8	0	0	1	35
Gene2000	50	10	3	7	53	42	4	17	5	64	12	25	1	25	72	40	22	29
Gene2001	6	27	21	7	0	16	33	8	23	18	13	48	21	6	3	13	24	7
Gene2002	0	0	0	3	0	0	0	0	2	2	1	1	1	5	3	0	0	1
Gene2003	45	65	71	68	66	134	62	46	7	137	131	71	148	123	187	94	148	161
Gene2004	0	18	23	11	11	53	11	40	12	13	1	24	65	60	46	49	27	25
Gene2005	9	8	0	3	5	3	2	0	2	5	3	1	0	7	16	0	0	8
Gene2006	59	46	64	34	4	205	77	56	83	89	81	55	78	97	13	66	99	36
Gene2007	2	2	28	1	5	13	2	1	4	19	13	17	20	17	12	10	0	0
Gene2008	10	17	8	9	2	17	5	7	1	16	70	5	37	10	12	21	17	10
Gene2009	0	16	7	7	18	23	8	5	33	6	2	10	5	22	19	52	9	14
Gene2010	48	31	5	58	35	80	38	25	34	38	135	26	5	30	48	23	36	74
Gene2011	2	14	3	5	2	9	10	1	7	3	2	7	1	5	0	6	4	5
Gene2012	10	8	3	7	8	1	0	7	2	1	1	3	1	3	6	1	1	1
Gene2013	3	30	8	20	0	35	6	5	0	21	43	14	64	2	13	75	59	14
Gene2014	1	28	19	18	15	32	18	46	69	20	4	34	23	22	37	10	26	67
Gene2015	23	11	2	15	12	0	24	6	14	8	8	5	0	6	1	3	7	4
Gene2016	15	20	19	2	0	6	39	14	15	6	3	1	3	1	0	0	7	11
